,tweet,label,prediksi
818,"yg miskin itu warga pendatang akibat urban dari jateng tinggal di kolong2 jembatan atau di pinggiran utara, timur, dan barat jakarta dan tidak mengurus pergantian KTP... kalau warga DKI sih bahagia krn maju kotanya... m",1,positif
819,Mencari kebohongan Anies Baswedan sama susahnya dgn mencari kejujuran si ba**ng*n t*l*l  beserta para antek-anteknya..😂😂😂,1,positif
820,"😂😂 yang terbaik.. bahkan diantara semua ""tokoh"" yang ada saat ini.. belum ada lawan..",1,positif
821,Setuju.......,0,negatif
822,Panik lu njingggggg Pilis 😁😂😝,0,negatif
823,"Ternyata Kadal Gurun Sangat Berambisi @aniesbaswedan Menjadi Pemimpin Kadrun &amp; membantai musuh-musuh Politiknya

Jangan Kepedean Loe Pilis
Orang Yaman Tak Akan Bisa Menguasai Indonesia.
Orang Yaman itu Perusak‼️

Justru Ganjar Menang loe BUNDIR Massal 😁😂😝
#TolakCapresYaman ‼️",1,positif
824,Ini belanja masalah atau bikin masalah? Jangan mendadak bego? Atau sudah bego beneran?,0,negatif
825,Perubahan itu hanya pada Anies Baswedan klo ganjar itu melanjutkan masa gitu aja bpk gak ngerti,0,negatif
826,"Jakarta International Stadium (JIS) yang pembangunannya diselesaikan di era pemerintahan Gubernur DKI Jakarta Anies Baswedan kini menuai polemik.
https://t.co/akd2XvShtK",1,positif
827,"Ternyata Kadal Gurun Sangat Berambisi @aniesbaswedan Menjadi Pemimpin Kadrun &amp; membantai musuh-musuh Politiknya

Jangan Kepedean Loe Pilis
Orang Yaman Tak Akan Bisa Menguasai Indonesia.
Orang Yaman itu Perusak‼️

Justru Ganjar Menang loe BUNDIR Massal 😁😂😝
#TolakCapresYaman",1,positif
828,"AS satu2nya gub jkt yg sy banggakan, kedua Jokowi 👍",0,negatif
829,"Kocak! Bupati Bayumas Menanyakan Pilihan Anak Muda Dengan Jawaban Kejujuran Yang Haikiki, Begitu Dikasih Jawaban Jujurnya Anies Baswedan Koq Kaget?.",1,positif
830,"Ridwan Kamil mengerahkan semua warga Jawa Barat untuk memenangkan bakal Calon Presiden (Capres) Koalisi Perubahan Anies Baswedan di Pilpres 2024.
https://t.co/zDwFerCN4q",1,positif
831,"Tapi kata pak @aniesbaswedan harga2 mahal. Ah saya lupa, mungkin beliau sedang membicarakan kondisi di Zimbabwe, Venezuela, Lebanon, atau Suriah dg inflasi di atas 100%. Dukung beliau untuk perubahan di negara2 tsb.
https://t.co/J3OFQSQRSk",1,positif
832,tu mega proyek sekelas presiden namanya pak wowo ya kan @ch_chotimah2 .. knp tak dinyiyirin ? takut tak dapat nasi bungkus ya ? 😆😆😂,0,negatif
833,"lo Gila
40 th krisis Air di Muara Angke
40 th dah ganti 8 Gubernur
Kok Maksa @aniesbaswedan 
Yg cm 5 th kerja
5 th kerja bukan 1 Muara Angke yg emg daerahnya Asli Air Payau, sluruh JAKARTA DIBENAHI
lagian Resiko lo tinggal disitu
Klo gk berduit, mandi pake air laut lo",0,negatif
834,"Kuda Troya apanya kuda kepang, kuda lumping juga kuda binal ?
Yg ramai susu kuda liar Bima 🤣🤣🤣",1,positif
835,"Sudirman Said said "" Yenny Wahid tidak diajukan partai koalisi""... Betul kah min?",0,negatif
836,"Saya melihat Demokrat tidak sepenuh hati masuk koalisi Perubahan. ....banyak kadernya yang buat statement nyeleneh, sedangkan dari awal semua sudah tahu,...menentukan cawapres adalah hak  capres Anies.",2,neutral
837,"Complete Pak ANIES Baswedan 👍👍👍. Standar Tertinggi seorang Pemimpin Nusantara saat ini dan kedepan adalah Pak ANIES Baswedan 👍. Standar Tertinggi Keberhasilan Kota yaitu DKI Jakarta dibawah gubernur Pak ANIES Baswedan. Standar Tertinggi karya, ya hasil karya Pak ANIES.",1,positif
838,"🤭nyonyorr.... Cocote

Emang enak diancam kopral",0,negatif
839,Lahh.. dari kemarin juga @aniesbaswedan udah diungkat-ungkit kayak terakhir formula E. Buktinya gak ngaruh tuh..,0,negatif
840,Nek cabang ARAB opo maseh?,0,negatif
841,Haha kang D........,0,negatif
842,"Hukum di negara ini mudah di tawar tawar,salah satu nya kasus sambo",1,positif
843,Merusak pola pikir dan hubungan antar umat beragama lalu mengimingi materi..  Itu yg menggelikan boss.  Kegaduhan bernuansa agama yg sering muncul hingga kini atas andil Anies. Soal bantuan? Anda pikir gubernur lain gak bantu?,0,negatif
844,"Siapapun calon  wakil Anis, tetap harus atas persetujuan sponsor utama. 😂😂😂",0,negatif
845,Berapa harga pintunya 1 bang RSJ? 😜,0,negatif
846,"Terjadi chaos,benar2 bajingan tolol.",0,negatif
847,"Masya Alloh
Aamiin",0,negatif
848,Ngurus DKI aja g becus jd jelas ya nis masalahnya ada di diri lo sendiri sadar diri n tau diri biar punya harga diri,0,negatif
849,Lama2 jadi kya nyindir pak de sih jujur lu homo?,0,negatif
850,"Ada di rejim ini semua teman,relawan yg tdk tahu kerja dikasih jabatan..Bumn rugi byk hutang..",0,negatif
851,"Siapa yang layak dan yang lebih pantas memimpin Bangsa Indonesia 🇮🇩 di 2024?

#Pilpres2024 
#PresidenIndonesia  

Anies Baswedan Retweet 🔄
Ganjar Pranowo Like ❤️
Prabowo Subianto Comment ✍🏼",2,neutral
852,"Eh biawak...coba deh lu cek ini kibulan2 junjungan lu udah dari 9 tahun yll, sampai saat ini tidak ada 1 pun yang terwujud 🤭",0,negatif
853,"Ambyarrr pak Bupati 🤣🤣
Kenyataan tak seindah pengharapan.
Suara mahasiswa adalah suara rakyat !!!",1,positif
854,"sistem permodalan dari pemerintah itu sudah jelas, yg bikin gak jelas ini pada lini terkecil nya dan usernya sendiri...mintanya dikasih gratis mulu...tidak mau effort...jam bu susi itu sudah dibhas dan diberikan solusi, sekelas bu susi pasti strategi solusinya win2..",1,positif
855,Masa pasar situbondo lebih bagus dr jakarta pak? 😂😂,1,positif
856,Taek @aniesbaswedan hanya omong kosong. Jadi gubernur bagaimana kinerjanya? Jadi menteri bagaimana? Jadi rektor bagaimana?,0,negatif
857,Belanja masalah tapi ga jual solusi🤣🤣🤣🤣,0,negatif
858,Jakarta aja kamu bikin rusak kok mau jadi presiden bisa bisa rusak secara nasional,0,negatif
859,Bang gobloknya jangan di tongolin .. maluuuu,1,positif
860,Jng biarkan mata dan hati kita srmakin gelaaaap untuk melihat kebenaran....,1,positif
861,Mungkin Anies gak paham yang namanya inflasi. Dikira bisa sediakan semua tanpa ada beli dari tempat luar daerah atau pun negeri.,1,positif
862,Ini rajanya @basuki_btp  😁😁😁,0,negatif
863,"Kerja hutang, kerja tukang bohong, kerja rugi...trus apa yg dibanggakan, akhirnya nekek rakyat dari korupsi",0,negatif
864,"Terimakasih @ch_chotimah2 sudah lepas tenaga ekstra, kampanyein @aniesbaswedan",1,positif
865,"Kamis 10/08/2023 akan diselenggarakan People Power. Korlap @realAmienRais. Orasi Perlubahan oleh @aniesbaswedan. Hiburan Kethek Ogleng oleh @ekowboy2 @musniumar @abu_waras
@Mdy_Asmara1701 @GeiszChalifah @HelmiFelis_ 

Ferdy Sambo Tidur Kebangun Bupati Banyumas Subuh Dingin PLTU",0,negatif
866,perubahan apa DKI aja hancur di tangan dy APBD AMBLAS  😂😂😂😂😂😂,0,negatif
867,"Emang lebih cocok kizaru pak, soalnya aokiji sama akainu P. Prabowo sama P. Ganjar

#ytta",2,neutral
868,Pas lagi diskusi begini sekalian bawa KORBAN nya mulai korban DP 0 % ampe korban okeh oceh yg katanya mau di modalin 😆😆😆,0,negatif
869,Pandai merangkai kata doang...sdh jd guru aja lg Pak g cocok klo jd pleciden,0,negatif
870,"Semoga diamanahkan jadi pemimpin kami, mohon Tertibkan seluruh tata niaga komuditi Pak Anies..",1,positif
871,"berkali-kali bilang tidak masalah tidak masalah, laaaah emang iya sih hahaha. 
Silakan senyum pa @aniesbaswedan",0,negatif
872,Nelayan yg tolak reklamasi gmn wan???? Wkwkwkkw ntar kena ngibul lagi deh wkkwkw,0,negatif
873,"Anies tidak pernah berbohong, kl cebong identik dengan pembohong",0,negatif
874,Bong sakit hati jangan dalam2 ntar mati lo cuma disholarin saja dan nggak diberi apa2,0,negatif
875,Halah tukang sumurisasi mau jadi presiden wong dadi gubernur aja Jakarta rusak mau jadi presiden nggedabrus mu kegedean,0,negatif
876,"Wan yohanes…kalo belum nemu bakal calon pendamping,gw ada saran nih sepertinya cocok dengan ente..😊",1,positif
877,"Ini saat nya telah tiba, segala lini segala sisi akan ada sisi ekonomisnya, akan ada narasi yg harus diangkat dlm peribahasa sambil menyelam minum air",0,negatif
878,Apalagi elu yg SD aja gak lulus..,0,negatif
879,"Mas Dodo yang sabar ya , gak usah ditanggepin. Di iyain saja , buat hiburan pendukung pak Anies",1,positif
880,Coba sebutkan 1 saja prestasi wan kibul yg super fenomenal?,0,negatif
881,Bolah boleh sj tdk ada larangan katanya negara demokrasi.  Jabar mah milik Bang Anies,1,positif
882,"Podo mas,dulur2ku,tonggo2ku,konco2ku podo niat sesuk pilpres do milih pak Anies,ora gelem milih cakon seng di calonke parte seng isine ono PKI ne,juara kurupsi,senenge nonton pilem b0&lt;36,karo seng di dukung pimpinan seng seneng utang...omonge dadi opo negoro iki engko?😁😁😁",1,positif
883,"Semua ini adalah strategi busuk yg di mainkan rezim laknat mengangkat plt yg gak tau diri..
Program Anies Baswedan, JakLingko Kenapa Dicoret ? https://t.co/UtCjqGNWM0 via @YouTube",1,positif
884,Nyahoookkkk ga tu bupatinya itulah hati mayoritas rakyat Indonesia skrg pak,1,positif
885,"Salahnya dimn Anies...
Kl mmg bukan PS knp hrs tersinggung??
Makin mendekati pilpres makin byk yg baperan🤦🤦🤦",1,positif
886,Semoga jadi Capres 3 periode.. Aamiin,0,negatif
887,Wa alaikum salam. Semoga Bapak Anis Baswedan selalu dalam lindungan Allah SWT. Aamiin ❗,1,positif
888,"Hati2 mas jgn fitnah. Dosa akan di bawa sampai ke akhirat, hapus dosa klo tidak di maafkan oleh yg bersangkutan",0,negatif
889,Yg pinter anak buahnya om.,1,positif
890,"Negeri sedang sakit eh bukannya dikasih obat malah mau dikasih penyakit baru (anies baswedan)

Itu lah kadrun",0,negatif
891,Sebagian rakyat pembenci... Dan sebagian rakyat juga benci. Bingung jadinya,0,negatif
892,"Hati2 bersumpah dg nama Allah SWT l. Klo bohong akan mendapatkan azab 
https://t.co/dArB2Zy2Sa",0,negatif
893,Ohh @KBANewsNo1 media khusus untuk @aniesbaswedan,0,negatif
894,"Bupati Banyumas, *Achmad Husein* adalah politisi PDI-Perjuangan. Mengadakan “Sudirman Student Summit 2023” di Banyumas dan berdialog dng para siswa SMA tentang siapa Presiden pilihan mereka. Menarik utk mendengar apa jawaban terus terang dari anak-anak muda ini.  
#AniesBaswedan",1,positif
895,Caranya??? Itu mah keinginan kita semua... Pak,0,negatif
896,"Innalillahi wainnailaihi rojiun.
Semoga mendapat tempat yg terbaik disisi Allah SWT",1,positif
897,OOO udah mualaf toh Wan Yohanies 😁🤭🤭,0,negatif
898,"Semakin memudahkan saya untuk tidak memilih si dia,
🇮🇩
Selamat menikmati takdir
🇮🇩",1,positif
899,"CC @aniesbaswedan 
Piye broo..? Kuwi Seko PAN loohh..🤭
Durung liyane..🤭😂😂",0,negatif
900,Ngomong kok nggak ada manfaatnya.. wis angel angel,0,negatif
901,"Assalamualaikum selamat pagi untuk semua
Mas @aniesbaswedan menyapa pagi hari ini untuk masyarakat Indonesia dari pantai Situbondo Jawa Timur",1,positif
902,"Tidak Masalah Jika Anies Baswedan jadi Pemimpin Masa Depan.. 
Yang jadi Masalah itu jika Pemimpin Gagal dijadikan Pemimpin. Bukankah Begitu pak Bupati.....",0,negatif
903,"Mas @aniesbaswedan pasti bangga, dapat gelar baru sbg Imam Mahdi😁",0,negatif
904,Ayo semangat Njeng lebih keras lagi 🤣🤣🤣,1,positif
905,"Di antara Capres ini baik Pak @ganjarpranowo , pak @aniesbaswedan dan Pak @prabowo 

1 hal yang aku lihat dari 3 Calon Presiden ini adalah Visi Soal Pendidikan

karena bagi aku baik atau tidaknya suatu peradaban suatu negara adalah berawal dari pendidikan itu sendiri.

aku tunggu",1,positif
906,"Breaking news
Bener . 
Renungkan dalam2 dalam menentukan pilihan.. kata si bupati banyumas. 
Pilihan rakyat untuk prrsiden 2024 adalah Pak Anies Baswedan @aniesbaswedan bukan pemimpin bajingan tolol yang bukan pemimpin kaleng2
No viral no justice @dennyindrayana",1,positif
907,Eleh sipeler..dasar Jemboet Ngacengan🤣🤣🤣🤭,0,negatif
908,"Kebanyakan janji nih @sandiuno @aniesbaswedan 

Disini rakyat menerima suguhan moral politik dari ke2 tokoh ini",1,positif
909,"Ya Rabb😢..lni saudara2 kita di Papua..
@aniesbaswedan Pa Anies.
mohon Pak, bila kelak kekuasaan pemerintahan Anda dapatkan, prioritaskan seluruh saudara2 kita di Papua..",1,positif
910,"Yg jadi pertanyaan besar kenapa Nasdem mencalonkan Anies??
@aniesbaswedan @NasDem",0,negatif
911,"Setuju, masalahnya Anies bukan Presiden saat ini, coba kalau beliau Presidenya..masalah pasti kelar",1,positif
912,Gk yakin si klo rencana cuma buat beli bekel d pasar,1,positif
913,"Jakarta International Stadium (JIS) yang pembangunannya diselesaikan di era pemerintahan Gubernur DKI Jakarta Anies Baswedan kini menuai polemik.

https://t.co/akd2XvShtK",1,positif
914,Jangan nyindir presiden jokowi mas 😂,0,negatif
915,"PP aja ga jelas, orangnya mesti lebih ga jelas 🤣",0,negatif
916,"Rasanya pingin tak tengok itu bupati saya.setelah denger langsung jawaban dari maba,jangan jangan jadi panas dingin dia.",0,negatif
917,lu sukanya yg jago nonton pilem xxx ya🤣,0,negatif
918,"Kang bokep @ganjarpranowo ngak laku di kalangan milenial 
🤣😂😂😊😁🤭😁😊😂🤣🤣😂",0,negatif
919,Lagian bisa bisanya ngatain orang pengangguran sama akun buzzer yang baru netes 😅,0,negatif
920,wan ngibul apa wan aibon?? @aniesbaswedan,1,positif
921,"Siapapun yg jadi presiden, lu riyanto ttp bego sampai akhir hayat",0,negatif
922,"Itulah hebatnya ARB, sayangnya @Chaves1305 tak mampu seperti dia sehingga yg muncul kedengkian atau memang dia bisanya ngedengki saja, kasihan sekali, hidupnya hanya utk ngedengki ARB dunianya jadi sempit",0,negatif
923,"Pakai aja gpp, kan memang JIS hadiah dari Jakarta untuk Indonesia. Anies Baswedan sdh serahkan itu JIS ke masyarakat Jakarta. Ohh ya, kamu @kangdede78 kalo mau ngusulin ada prasasti tandatangan presiden di JIS juga gpp, atau mau ganti nama Jokowi Internasional Stadium juga gpp 😜",1,positif
924,Rekam jejak ga bisa dibohongi.,0,negatif
925,"Perlu pembuktian dengan rekam jejak, bukan cuma ""OMDO""",0,negatif
926,"Hidup Mahasiswa..
Hidup Perubahan Sejahtera..
Hidup Anies Baswedan...✊🏾",1,positif
927,Cak imin mending Sampean Dukung ANIES BASWEDAN bersama ulama2 NU dan para Habaib @aniesbaswedan,1,positif
928,Pertanyaan nya.. Kenapa bapak gak ikut diculik... Berarti dulu bapak gak ada apa2nya dimata penculik...,0,negatif
929,Itu fakta sejarah kebenaran. Sehrsnya Prabowo meminta maaf ke alm. Jati ketika Anies didukung maju DKI 1 2017.,0,negatif
930,Cc @PDI_Perjuangan pak @aniesbaswedan,0,negatif
931,"Breaking news. 
Pak Anies @aniesbaswedan mohon di perhatikan ucapan si bupati.
""Nanti di catat kata si bupati banyumas"" Apa maksudnya. 
Catat karena beda pendapat trus mau kamu apakan catatan tsb, bupati banyumas ? Kata2 mu terekam rakyat.
No viral no justice @dennyindrayana",1,positif
932,Mau kampanye Ganjar eh malah Anies Baswedan yg naik 🤣🤣🤣🤣,2,neutral
933,Udah lama dijawab,0,negatif
934,"Pantesan bisanya latihan boxing doang, soalnya latihan mikir ga bisa",0,negatif
935,"Persamaan  @aniesbaswedan &amp; @rockygerung Adalah Sama-sama Bonekanya Chaplin Jeka &amp; Diktator Cendana Tommy Soeharto. 

#4niesdanGerungBonekaDiktator 
#BapakPolitikIdentitas 
#TangkapRockyGerung",0,negatif
936,"Jngn ""ngegibah"" hal hoby ngutang, nti yg merasa ngutang dgn Sandiaga Uno dan Jusuf Kala jd Baper.

lagian cicilan kriditan panci, sprei bini loe dah dibayar belum?",0,negatif
937,Nah ituuuu... kawal sobat!,1,positif
938,"Demokrat: Jika Ingin Menang, Anies Baswedan Harus Berpasangan dengan AHY https://t.co/sAAxge9471",1,positif
939,Biang masalah,0,negatif
940,Siapapun presidennya yang penting jangan pak anies 🙂,1,positif
941,"Masalahnye itu, nyokap lu ngelahirin lu ke dunia. 😩",1,positif
942,wkwk pinter dikit napa,0,negatif
943,"Maru yg pikirannya sehat pasti tahu macam apa pemimpin yg pantas utk republik ini. 9 tahun negara dihancurkan rezim gaje. 
Saatnya perubahan utk rakyat menuju sejahtera yg adil dan merata!
#2024AniesPresiden
#2024AniesPresiden",1,positif
944,Foto Lo pake jas itu ga bikin Lo keliatan pinter bego 😂🤣 tetap aja Lo pengangguran,0,negatif
945,"Pendukung berat PS , terusik dgn Makin Banyak dukungan ke pak Anies Baswedan....Gemeter juga doi liat nya dibandingkan PS yg msh itu2 aja 😂",1,positif
946,Nge hoax pun dia bego 🤣🤣🤣,0,negatif
947,Pokok....bagi Anis apapun harus di politisasi. Mayatpun bisa di politisasi demi nafsu,0,negatif
948,"Emang niat si Anies politisasi alm.
Dulu politisasi mayat juga kan.
Anies sdh biasa brutal begini.
Apa saja dia lakukan demi jabatan.
RIP #AniesGagal",0,negatif
949,"maaf pak,unsoed bukan unsud",0,negatif
950,"Mampus kalian anjink2 buzzer rp di acak2 sama prabowo sementara anies baswedan terus melesat, sementara si uban terus meredup, 😂🤣🤣🤣🤣",2,neutral
951,Maklumin Om!,0,negatif
952,"Hidup Mahasiswa 
Hidup Perubahan Sejahtera
Hidup Anies Baswedan ✊🏾",1,positif
953,"Anis kan bukan aktivis 98, malah berutang Budi kepada Cendana. Kalau sekarang menjadi calon presiden, maka mengembalikan kekuatan Cendana adalah misinya.",0,negatif
954,"Off Side ente Kawan menilai tulisan pak @aniesbaswedan , justru beliau menyampaikan kejadian peristiwa nya...",1,positif
955,Akibat pemerintah daerah yg terdahulu itu ( @aniesbaswedan ) min @DivHumas_Polri iyakan @jokowi @ch_chotimah2 @AK__aja @GunRomli @narkosun,1,positif
956,Jangan memperlihatkan kemampuan otakmu yg stunting,0,negatif
957,"Santai,tenang, cerdas,humoris.
Dan humornya berkelas 😁",0,negatif
958,Pak Anies selalu bisa aja lope2😍,0,negatif
959,AYO PAK POLISI BUKTI SDH TERANG BENERANG TANGKAP MEREKA,0,negatif
960,Ini HOAX gimana Allah SWT ridho pada cara2 kotor.,1,positif
961,Semangaat  presidenku  besok,1,positif
962,"Anies Baswedan Bertemu Surya Paloh, Politikus NasDem Sebut Hanya Rapat Rutin #TempoNasional https://t.co/0VK5AUCuW6",2,neutral
963,"Wkwkwkwk bukannya kebalik om, si @aniesbaswedan yg putus asa?",1,positif
964,Sumpah gue janji besok tak balikin🤣🤣🤣🤣🤣,0,negatif
965,"Patut udh ngk mau pindah , lh wong di kasih KTP dki,  sama @aniesbaswedan",1,positif
966,"Ternyata mereka sosok yang paling berpengaruh di kehidupan Pak Airlangga 

#airlanggahartarto #menkoperekonomian #golkar #golkarindonesia #golkarprabowo #capres2024 #podcast #pemilu2024 #pilpres #aniesbaswedan #ganjarpranowo #gibranrakabumingraka #jokowi",1,positif
967,"di MGS Ground Zero, slod snake hanya koma akibat serangan saat ending game tsb, beraksi lagi di MGS Phantom Pain dengan armor baru",0,negatif
968,"Saya kira pendukung mas @aniesbaswedan nggak usah ikut terjebak polemik Budiman Sudjatmiko.
Biar aja itu urusan pdip dan gerindra.
Terus aja bergerak mendekat ke rakyat.",0,negatif
969,Ini pikiran Mahasiswa tahun 80 an dan terus dibawa Pak @aniesbaswedan,1,positif
970,O ini to yg di maksud @aniesbaswedan,0,negatif
971,Namanya sdh mengerucut kira2 ANIES-GATOT the best for 2924 menurut pendapat saya 👍👍👍,1,positif
972,"@aniesbaswedan @prabowo @ganjarpranowo dulu anak anak sekolah kalau berantem pakai tangan kosong , 10 tahun terakhir pakai clurit , rantai motor dan benda tajam lainnya , hari ini makin kurang ajar , pakai air keras , seperti bencong , revolusi mental mas joko gagal !!!",1,positif
973,"Bila hati  dan otak sdh buta  dipenuhi semak belukar kedengkian, niscaya tdk akan pernah melihat keberhasilan pak @aniesbaswedan selama memimpin Jakarta !! 
#AniesPresiden2024 amin...",1,positif
974,Bisa aja Pak @aniesbaswedan 🤭,0,negatif
975,Hahaha.....sakit na tak seberapa  mallluuu na ini!!!,0,negatif
976,Coba tanya @tatakujiyati @aniesbaswedan ?,0,negatif
977,Terimakasih infonya...,1,positif
978,Otw pak Anies baswedan 👍👍,1,positif
979,"Ridwan Kamil bicara fasih pentingnya pendidikan di medsos,  tapi bertahun2 di Ciater tidak ada SMA &amp; SMK Negeri gubernurnya diam bae, halloo..?

@ridwankamil 
@jokowi 
@kemenpendidikan 
@aniesbaswedan",1,positif
980,"Piye ...tetep pilih pemimpin ato partai yg putuskan undang2 tanpa melibatkan rakyat ????? 
Anies Baswedan yg terbaik yg berpihak &amp; mau mendengarkan rakyat ....mau mencerdaskan rakyat",1,positif
981,InsyaAlloh,0,negatif
982,"Tapi saya akan siap undur diri mendukung pk anies jka amit2 itu benar terjadi. Prinsip sy tetap haram pilih pdip , haram makan nasi campur darah banteng.",0,negatif
983,Anies Baswedan: Negara Jangan Berdagang dengan Rakyat https://t.co/8dMOgi3mx8,1,positif
984,Kwkwkwkwkwkwwkkwkwk,0,negatif
985,Nies @aniesbaswedan BUZZER lu gak bermutu.... Mantan NAPI pula direkrut 😤🤧,0,negatif
986,Emang berani bikin Polling?,0,negatif
987,"Beda pilihan adalah rahmatNya dan itulah bentuk keindahan 😊

Terus berjuang menaikkan citra, prestasi juga visi misi capres kalian.
Fokus di sana. Itu lebih baik 👍👍

Sy juga mendukung ayah #Prabowo tidak menyerang capres lain karena sy yakin Allah tidak menyukai tekhnik prmbunuhan karakter atau adu domba

Kalau loyalis lain silahkan namun sy tidaklah 😊",0,negatif
988,Pelan” takut ada yg ngamuk😆😆,0,negatif
989,Menyedihkan bener idup lw bang.... Smoga cepet dpt Hidayah ya biar gk mati dlm kehinaan krn bnyk hina dan fitnah orang.,0,negatif
990,"Sudirman Said sebut ada peluang  duetkan Anies Baswedan - Ganjar Pranowo.

CARITAU selengkapnya di: https://t.co/D67YjBs25s

#caritaucom #AniesBaswedan #GanjarPranowo",2,neutral
991,"@aniesbaswedan ama @AgusYudhoyono cuma lucu2an 
Tohhh koalisi mrka lg galau
Kalo milih ahy nasdem henkang 
Kalo ga pilih demokrat hengkang 
Koalisi lg oleng",2,neutral
992,Memang dia negatif kok paksakan jadi positif ya gak mungkin lah,0,negatif
993,Politik identitas banget seh @aniesbaswedan wkwkwkwk,1,positif
994,Iya bnyak rakyat yg mati kelaparan....,0,negatif
995,Aneh ko grasa grusu amat Bu. Takut bukan AHY ya yg bukan cawapresnya,2,neutral
996,Al irsyad kaleee ..ngadi2 aje lo..,0,negatif
997,Anies Baswedan: Pasal Karet Harus Direvisi Karena Itu Membungkam Kebebasan Berekspresi https://t.co/IwpwEVoLlC,1,positif
998,"Betul, serem kalau @aniesbaswedan jadi presiden.",1,positif
999,"@ganjarpranowo  lihat ini petani garam di Rembang Jateng protes harga anjlok, terdengar gak?  https://t.co/wvGVZG9ev6",1,positif
1000,"ORANG BAIK
ORANG CERDAS
ORANG BERMORAL &amp; BERADAB NEGERI INI BERSAMA ANIES BASWEDAN UTK SELAMATKAN INDONESIA
🙏🙏🙏",1,positif
1001,"Saat jdi Gub dulu wan Got Tegaan pd warganya ,ngibul mulu makanya di doain spy dpt Taufik hidayah sadar tp malah ambisius bikin malu nyadaar gak luu ikuti awal Do'a nya 😁😁",0,negatif
1002,Oh yaa? Masa siiih,0,negatif
1003,"Masih teringat pengorbanan kami utk mereka berdua, taruhan nyawa dan penjara dilalui demi NKRI.  Masih mau milih yah sy hanya bisa merucap Astagfirullah.
MARI KITA PILIH CALON PEMIMPIN PETUGAS RAKYAT
2024 PRESIDEN YG CERDAS
ANIES BASWEDAN ORANGNYA",1,positif
1004,Lirikan ustadz Tile 🥶,0,negatif
1005,"Tanggapi cuitan Andi Arief soal adanya penghianat di KPP, PKS sebut mereka tetap solid dan kokoh!

CARITAU selengkapnya di: https://t.co/6D5fwvgYND

#PKS #AniesBaswedan #caritaucom",0,negatif
1006,Bener banget ...,0,negatif
1007,"Beda pilihan boleh ya bang
Sebab saya dan sebagian yg lain pilih pak @aniesbaswedan .. ga perlu Kita saling hujat dan bongkar’aib’ 
Cukup kedepankan ke lebih an masing2 capres demi bangsa

Oke ya bang 
Salam merah putih 😊&gt;",1,positif
1008,Alhamdulillah Yaa Allah...🤲,1,positif
1009,Kadrun ramai ramai kembali kejaman ribuan tahun yg lalu 😁😝,0,negatif
1010,"Sebenernya @ganjarpranowo @prabowo berat bgt melawan @aniesbaswedan 

Ganjar = capres petugas partai dan under spec dlm segala bidang. Unggul di pencitraan n tiktoker.

Prabowo = capres ga pede n pengemis endors jkw dan pemikirannya jadul.",2,neutral
1011,Wkwkwk.... Ternyataaaa subordinat Nasdem toh😝 si yang ngaku BUKAN PETUGAS PARTAI 😝 ternyata paling nurut sama penjamin logistik. Mana nih buzzeRp 🤣 bye bye @PKSejahtera @PDemokrat @AgusYudhoyono 👋👋👋,0,negatif
1012,"Soal AHY Jadi Cawapres Anies Baswedan, Syarief Hasan Sebut NasDem Keberatan #TempoNasional https://t.co/CNErBGxoTR",2,neutral
1013,"Orang akan bicara berdasarkan bingkai pikirannya sendiri... artinya SBY bicara tentang dirinya dan keluarganya... anaknya sdh dibiayai studilanjut sd S3, keluar dari militer...patut diduga ada syahwat kekuasaan, ciri feodalisme...@AgusYudhoyono @aniesbaswedan",1,positif
1014,"Nikmatnya punya tukang pijat khusus Pak @aniesbaswedan 
#Cemong",0,negatif
1015,"Menikmati sekali Pak @aniesbaswedan , Mantap 😎👌",1,positif
1016,"Ada isu terkait paket Ganjar-Anies, PPP sebut saat ini masih istiqomah mendukung Ganjar sebagai capres.

CARITAU selengkapnya di: https://t.co/gjLMt4rIrz

#caritaucom #GanjarPranowo #AniesBaswedan",0,negatif
1017,"Seperti dulu saat dia jd gubernur sekiranya ada kebijakan yg kurang baik wagubnya yg disuruh menjawab.

https://t.co/78l3HlhHf0

Anies Baswedan mengatakan seharusnya rakyat diberi kebebasan untuk berpendapat dan menyampaikan kritik. Anies menilai tidak perlu marah saat dikritik.",1,positif
1018,"Jangan buru2 pak @aniesbaswedan , monitor tetangga sebelah 😁😊

(Last Minute)☕",1,positif
1019,"Urusan debat ente sangat menghibur, ditunggu tanggal mainnya",0,negatif
1020,"Capres PDIP Ganjar Pranowo menduduki puncak elektabilitas tokoh populer berdasarkan hasil survei terbaru SMRC . Dari kelompok orang yang tahu tiga calon, @ganjarpranowo paling banyak dipilih dibanding Prabowo Subianto dan Anies Baswedan.
Crazy Love 
Thailand Tidur",2,neutral
1021,"Sebagian pengusaha besar pastilah memilih @ganjarpranowo .
Sementara @aniesbaswedan cukuplah dipilih sebagian besar rakyat jelata. Sebegitu jelas gambarannya.",1,positif
1022,Iya para ulama se nusantara ada cslon yg paham agamanya santun orangnya terbukti bangun jskarta...jika kalian pemeluk islam masih membenci Anies Baswedan itu pertanda kslian tsk menyayangi anak cucu kita di miskinkan keadaan...ingat Allah tak akan merubah keadaanmu &amp; hanya km,1,positif
1023,"Kalau saya,  daripada @aniesbaswedan , pilih @prabowo , namun....daripada @prabowo , mending @ganjarpranowo 

- dah gitu ajah",1,positif
