tweet;label;svm;nb
leonita lestari jokowi ganjarpranowo gedung dpr bahasa sunda masalah kampanye pakai bahasa sunda dasar otak;0;0;0
sandizora tukangrosok jokowi ganjarpranowo ruwet hina jokowi lupa omong;0;0;0
nakula woii aniesbaswedan mobil listrik emisi karbon ncapres haluu nasdem pdemokrat pksejahtera jokowi pdi juang ganjarpranowo dpp pp zul hasan airlangga hrt;0;0;0
ch chotimah ganjarpranowo ridwankamil aniesbaswedan;0;0;0
vanc bozz ganjarpranowo catat ali coba orang lombok percaya njoggang gila;0;0;1
ganjarpranowo wargane kasihan tinggal pergi;0;0;0
ganjarpranowo berdikari nsebenarnya paham definisi berdikari;0;0;0
mnsyulee ganjarpranowo lihat paham ganjar berani lawan elit rakyat alam rugi;0;0;1
jumintenmumet ch chotimah ganjarpranowo seruanhl denni sauya terbucinz aryprasetyo nakula gaak berani kader juara korupsi;0;0;0
inspekturvijay genja ganjarpranowo coba lihat nama akun paham mata otak komentar;0;0;0
wagimandeep ganjarpranowo project nasbung koar punah mueehehee;0;0;0
ameliafahreza ganjarpranowo amin nklu madura orang suka jarah kesana;0;0;1
ragilsemar ayo titip bacapres prabowo aniesbaswedan ganjarpranowo nsoalnya poin rencana lbp;0;0;0
youtubeilc prabowo aniesbaswedan ganjarpranowo ayo pilih uban poling malu iya servey mulu;0;0;0
koetub style ganjarpranowo hary tanoe aniesbaswedan hahaha;0;0;0
tanggap komentar akal sehat dasar pesan benci cokro tv sewordtv seword com cybernasionalis jpnncom psi id ganjarpranowo basuki btp jokowi dennysiregar mazdjopray yusuf dumdum rinnybudoyo;0;0;0
aku bankbtn hebat erickthohir ganjarpranowo jokowi prabowo mahendradatta aryasinulingga;0;0;1
ch chotimah ganjarpranowo hebat nul bikin ganjeng ganjarpranowo hattrick nforeplay pakai gpu geliga;0;0;0
dennysiregar saifulmujani ganjarpranowo lambung nikung kendali;0;0;0
abu waras ch chotimah ganjarpranowo bpak anies sambut gendang beleq ntb sehat anies;0;0;0
takpuny sukardi ganjarpranowo sarap anak haram jadah waras nsudah laku mak malam;0;0;0
demokos ch chotimah ganjarpranowo nyungsep;0;0;0
ndodots initial ud ganjarpranowo makan bong;0;0;1
aaldhiaz oposisicerdas ganjarpranowo vidio belah kanan motor kayak cor tinggi jalan;0;0;0
nakula dengar narasi bahaya laten korupsi kolusi nepotisme ndoro ganjarpranowo takut rujak gara nepotisme bantu baznas kader partai acara ulang partai;0;0;0
tukangrosok ganjarpranowo lawan;0;0;0
undipmenfess ganjarpranowo mohon ditindaklanjuti;0;0;1
shermawan ganjarpranowo ora gumun;0;0;0
bosstoukeeisa firzahusainid ganjarpranowo erickthohir yes lupa ultah dana baznas dana umat foto man;0;0;1
bwinarso ganjarpranowo payah tan kecewa beda batas politik prestasi olah raga;0;0;0
heri ekokuntadhi ganjarpranowo jokowi putar prabowo ganjar prabowo ganjar suara anies tumpah prabowo ganjar harap suara negeri palestina;0;0;1
nama fikri poetrankri ganjarpranowo banding apbd banding hasil kerja banding dki provinsi nganjar cocok menpora ganjar jago lari lari ayo jar lari jar;0;0;1
vergusoestalo ganjarpranowo coba ganjar suruh baca puisi panggung aji berani;0;0;0
veelaarhie aniesbaswedan ganjarpranowo andai ngetwit dosa fitnah;0;0;0
dasar survey smrc maret kemarin dukung mayoritas santri capres ganjarpranowo nmasih ragu ganjarpranowo santri dukung;0;0;1
takpuny sukardi ganjarpranowo anak haram hafal proses sundal nckckck nlu germo;0;0;0
ganjarpranowo coba jelasin korelasi;0;0;0
ch chotimah ganjarpranowo rujuk nasional lebay alay prog renovasi rumah layak huni ganjar gubernur;0;0;1
tita aniesbaswedan prabowo ganjarpranowo mindset arab masuk syyuurrggaa surga;0;0;0
suarawargaskh fajaradiyas ganjarpranowo kak wing otak gur keling gubernur ehehe;0;0;0
kayakuwek engelenproperty ganjarpranowo hary tanoe parah dukung anies muntah buka tambah dukung data tambah pengin dukung anies;0;0;0
dinihrdianti lo betina jelek ngeributin aniesbaswedan muluk ganjar raja okep noh lo urus tiket nyapres kaihan deh lo ganjarpranowo tiket nyapres;0;0;0
chynthia k ganjarpranowo nilai ahoker sakit hati ahok politisasi ayat almaidah kalah nnasdem dukung usung ahok sadar prestasi anies;0;0;1
ch chotimah ganjarpranowo pilih anti penghianat oligarki;0;0;0
alfbcock palungmariana dkijakarta basuki btp batanies ganjarpranowo prabowo erickthohir humas dki psi id sahabatganjarid iya gua suka pikir volume ukur mobil motor pakai sepeda sepeda coba mobil isi orang bantu banget;0;0;0
ch chotimah ganjarpranowo orang kasih gelar yohanes gereja pakai nama samar;0;0;0
gusolies ruhutsitompul jokowi presiden negara hancur rkyt miskin adu domba lo pilih youtuber ganjarpranowo;0;0;0
ch chotimah ganjarpranowo sok rakyat citra;0;0;0
dennysiregar saking prestasi junjung ganjarpranowo diomongin aniesbaswedan prabowo digibahin kayak des wkwkwkwk;0;0;0
gim ganjarpranowo aniesbaswedan majikan kadrun kilafer nkri;0;0;0
jaga ideologi pancasila janji syariat anies presiden khilafah aniesbaswedan ganjarpranowo bukber ormas pevita anisd tari rehan chelsea naura tidur swissopen liechtenstein allah swt subuh;0;0;0
menteri tahan calon presiden capres prabowo subianto anggap anies baswedan ganjar pranowo musuh tarung pilpres manutjokowi prabowo subianto;0;0;1
ganjarpranowo ora mutu;0;0;0
cah gembloong ngkongroses ganjarpranowo ekowboy wkkwkwk bang;0;0;0
mimpi fakta ganjarpranowo;0;0;1
ch chotimah ganjarpranowo kompak;0;0;0
dennysiregar ganjarpranowo situ dukung manutd man united usung racism sepakbola situ tolak;0;0;0
bumi pancasila ndasar dasar jokowi porosprabowo gerindra pdi juang prabowo ganjarpranowo indonesiaopen ganjarpranowo prabowountukindonesia orkesstv masterchef twitter;0;0;0
adriemuhammad aniesbaswedan kemarin serta ganjar prabowo anies anies unggul lihat akun ganjarpranowo;0;0;1
ch chotimah ganjarpranowo saking sibuk kampanye koalisi bentuk entar koalisi syahduu banget jenk;0;0;0
jokowi listyosigitp mohmahfudmd ramlirizal aniesbaswedan ganjarpranowo prabowo ton kirim gram nyawa rusak jabat negara mental keparat negara hadir sahkan hukummati koruptor narkoba rezim gagal infobnn kpk ri;0;0;0
ganjarpranowo lo muslim nlah lo muslim benci berat ganjar muslim nsok nyinyir orang lo laku;0;0;0
ganjarpranowo woi bawaslu ri mesti mantau gubernur suka layap provinsi niat nyapres;0;0;1
vanc bozz ganjarpranowo catat ali bikin poling bos minggu joging mana;0;0;1
ganjarpranowo piye kbre semarang bro;0;0;0
ch chotimah ganjarpranowo jokowi deh mayoritas pengin ganjar yawda panik survey anies mulu;0;0;0
sumarnokartopa davidwijaya ganjarpranowo gibran tweet terimakasih wakil;0;0;1
bentuk leceh sexsual trhadap anak diabawah umur apa istilah berantas presiden jokowi menko prof mohmahfudmd mas nadiemmakarim gus yaqutcqoumas mas ganjarpranowo mohon jadi atensi serius;0;0;1
dehoutman iq ganjarpranowo kadrun bego;0;0;0
rizkir madani ganjarpranowo mbah ngadiyem tinggal nama mbah ngadoyem jadi komunitas motor tinggal ganjar takziah;0;0;1
mamang opik ch chotimah ganjarpranowo beda tugas partai part dongeng penuh hoax bunyi muntah banteng;0;0;0
gheajhanalie haikal hassan ganjarpranowo kutu loncat;0;0;0
ganjarpranowo stok beras pertaan kah hidup tani sejahtera paham;0;0;1
kangdede abu waras aniesbaswedan prestasi aniesbaswedan ganjarpranowo nyata;0;0;0
vivacoid dengar aniesbaswedan mah orang bebas suara erickthohir ganjarpranowo ridwankamil;0;0;0
anakbaukencurr nakula ganjarpranowo pir alam compang camping nmungkin anies ganti gubernur flinstones jaman batu nhehehe;0;0;0
lisaamartatara ganjarpranowo aniesbaswedan dijakarta urus daerah;0;0;0
kanjeng prabowo ganjarpranowo subhanallah;0;0;1
ganjarpranowo tinggal habis tinggal pindah masinis hadeuhh;0;0;1
bungkustukang ganjarpranowo suka campur adu ajar agama sok;0;0;1
bongmyukidy ch chotimah ganjarpranowo novanto nazarudin bilang usd;0;0;0
amiru dayn heri tvonenews ganjarpranowo keliling intervensi ganjar serang miskin jateng korupsi dll;0;0;0
ganjarpranowo tulis video akun ekowboy sudut panenengan panjenengan kerah dukung serang megawati pdip inj lucu orang ekowboy biar bicara;0;0;1
dorrie simon ganjarpranowo aniesbaswedan;0;0;0
atree catat ali ganjarpranowo kaesangp mbak mbak salah tag opo nek wes benci kabeh enek salah wkwk;0;0;0
veroaktivis ganjarpranowo baca mas aplikasi sedia pakai user;0;0;1
masharewel krokot yunartowijaya ganjarpranowo aniesbaswedan prabowo dendam kesumat sipit gagal pilkada;0;0;0
ch chotimah ganjarpranowo tunggang pancasila bukti koruptor;0;0;0
tan mar bawaslu ri bawaslu ri keder tindak den ganjarpranowo;0;0;1
viyatabhakti aniesbaswedan ganjarpranowo dukung;0;0;0
suharla ganjarpranowo omong doang pakai pamflet bukti daerah miskin;0;0;1
aryprasetyo ganjarpranowo nakula al las alextham anak ogi arindra doel denni sauya dm n byl ch chotimah firzahusainid jawa orang percaya;0;0;0
dediy orlando dennysiregar ganjarpranowo jokowi ridwankamil uhuk jalur tambang;0;0;0
seriea lawas ganjarpranowo koe fokus nyapres wae den ngopo nyambi dadi wasit;0;0;0
rudye limmariati ganjarpranowo pikir gue kadrun mahluk dongok muka bumi;0;0;0
ganjarpranowo keras apa olah raga tinju ajar benci musuh tanding peluk gelintir politis senior modal bibir sisir gincu otak kacau tampil mikat rakyat ctnurhaliza;0;0;0
ch chotimah ganjarpranowo aniesbaswedan banyak like;0;0;0
bocahudik kelempot efrisafitra teddgus aniesbaswedan ganjarpranowo memang asli jakarta blok;0;0;0
merapiw tita ganjarpranowo orang bal masuk timnas;0;0;0
valhallaah jokowi yaqutcqoumas kemendagri mohmahfudmd budimandjatmiko ganjarpranowo gibran tweet bobbynasution ridwankamil test korupsi ttd surat jalan fiktif;0;0;0
aniesbaswedan anies cocok rektor biar presiden ahli ganjarpranowo;0;0;0
uki yunartowijaya adearmando dennysiregar burhanmuhtadi ekokuntadhi maaf bang uki abang sadar terima nyata pdi juang mega anggap nihil peran psi id partai dukung ganjarpranowo;0;0;1
ch chotimah den ganjarpranowo menang total;0;0;0
otak geser dennysiregar ganjarpranowo dermawan kaos tipis sembako;0;0;0
nkri ganjarpranowo;0;0;1
ganjarpranowo kalobaan kampanye sia mah gawe sauprit;0;0;0
tumbangkankebo aniesbaswedan ganjarpranowo cari njing berita baru tri partai kangker dilapaz dosa kau njing tutup celana;0;0;0
gilang ahm nalarto ganjarpranowo hary tanoe aniesbaswedan duh ngeri;0;0;0
gunromli ganjarpranowo jokowi ganjariancom desain banner mudah baca;0;0;0
zakaria rahman ganjarpranowo propinsi gapapa horang kayak mesakke mbok ganti tema renang area banjir pati kudus;0;0;0
antonku nunungmar laode mandirirusman gomarusbudiatn metdros blekokuhuy kris simpati hrmalik soppyan putrantosony paimomontok keikasisi rasa abah joykailan mnurhuda elonmusk broo bondanp enny endah kanjeng hendrasien harris new gatal jamur fariedza era chillinaris inc nogo jokowi ruhutsitompul aleumdaoen alifahzi azisaleasa detektifcanon twitter lumowas karuhun kadrunbuatlucu beikhiar platejohnny kemkominfo ppidkominfo aniesbaswedan nasdem sandiuno ganjarpranowo erickthohir sentimen anti semitisme aniesbaswedan nasdem anies;0;0;0
ch chotimah ganjarpranowo akak kucing bilang poltisi pdip anti korupsi;0;0;0
pindah den ganjarpranowo bangun rajin dengar pidato aniesbaswedan debat capres ajar pikir bernas;0;0;1
ganjarpranowo film favorit warung kopi nontonnya manjat pohon masuk zaman atur tonton ketat;0;0;0
ch chotimah mbah penuh janji jalan kaki jogja jakarta keburu mati sok ngubar janji sok pengaruh pilih ganjar pranowo;0;0;1
ch chotimah ganjarpranowo mudah mudah ganjarpranowo kalah aniesbaswedan xbc dukung ganjarpranowo tolak program jokowi;0;0;0
ellykoro arifin ganjarpranowo jokowi;0;0;1
marquez arang sajak ganjarpranowo kakekhalal biar cerah follower terkadang akun suka ribut santorinissun sipaling;0;0;0
hasbil lbs ump jateng indonesia propinsi miskin warga sakit sakit ganjarpranowo urus warga klayapan mana duit gaji gubernur makan;0;0;1
saefudi aniesbaswedan ganjarpranowo dih malu susup acara orang persis gaya pki suka nyusup partai mending ramein acara gede lapang panitia nyawer tonton;0;0;0
tambang ilegal lereng rapi aliansi indonesia tegas aparat dukung tolak warga mohmahfudmd divhumas polri poldajateng kementerianesdm ganjarpranowo nahdlatululama;0;0;0
limmariati ganjarpranowo borobudur ibadah agama mana;0;0;1
erickblank mdy asmara aniesbaswedan ganjarpranowo malu niye wkwkwk tahu bego ngeless;0;0;0
rudye limmariati ganjarpranowo dijelasin limmariati paham drun;0;0;0
tanyakanrl ayo bully anak cucu kena mental kena sangsi sosial pakai jalur hukum orang duit dpr ri fpksdprri partaiperindo aniesbaswedan jokowi komnasham ganjarpranowo mohmahfudmd listyosigitp;0;0;0
ch chotimah ganjarpranowo fokus kalimat calon presiden;0;0;0
kakekhalal bilang negeri miskin nsebab kayak nyekan ganjeng ganjarpranowo;0;0;0
kelik es sujono dhemit is back ganjarpranowo iya urus rakyat ganjar urus badan nbiar urus rakyat indonesia serahin anies insya allah anies kuat amanah aammiinn;0;0;1
thebest aryprasetyo herdi ganjarpranowo nakula al las alextham anak ogi arindra doel denni sauya dm n byl ch chotimah firzahusainid kasih video terima nkarena otak bebal nngak terima beda;0;0;0
andi rashid nakula ganjarpranowo luhut surya paloh bahasa jawa;0;0;0
jhonnisinaga ganjarpranowo manusia ingkar musuh manusia ntapi senang nsampai batas tentu khawatir nnikamti suka;0;0;1
kayakuwek engelenproperty ganjarpranowo hary tanoe lo becanda pakai tanda jelasin;0;0;0
elbenny aniesbaswedan ganjarpranowo sip bang xixixi;0;0;0
sitompulsolly ganjarpranowo hary tanoe aniesbaswedan;0;0;0
diptrad bbrrsshhkk hdsambodo soesantoeagoes glhindu ganjarpranowo yaqutcqoumas otak lo cetek erti semiotik;0;0;0
cnnindonesia lo nyapres ganjarpranowo indonesia negara miskin dunia lo xaa;0;0;0
fnlwndy ganjarpranowo ajar nge ndas;0;0;0
ganjarpranowo hahaha jane ganjar panas joging orang suka olah raga lari pagi;0;0;0
simbok dharmi rajajuliantoni psi id jokowi ganjarpranowo yennywahid gunromli grace nat giring ganesha lawan lupa tanah wakaf jateng;0;0;0
ch chotimah ganjarpranowo ridwankamil aniesbaswedan banjir pranowo berpihk rakyat;0;0;0
ganjarpranowo tegur jokowi;0;0;1
bayang juru kapanye pdip orang gibran adi napitupulu budiman sudjatmiko kader cerdas idealis psi gerbong dukung ganjarpranowo kampanye sehat edukatif cerdas kampanye hoax benci jual ayat mayat;0;0;0
restty cayah abu waras ganjarpranowo moga orang waras rakyat susah;0;0;0
prabowo subianto survei new indonesia ganjar pranowo unggul prabowo subianto anies hari terbit hari terbit nasionalissejati bangkitbersama;0;1;1
riyutoo ganjarpranowo warga jateng jerat rentenir faktor miskin kronis;0;0;1
uyokback dukung ganjarpranowo problematik;0;0;1
diptrad hdsambodo bbrrsshhkk soesantoeagoes glhindu ganjarpranowo yaqutcqoumas salah baca lo baca lo salah agama lo bilang bahasa sansekerta sansekerta bahasa bal cari referensi;0;0;0
menang jarang kalah berang tonton sepakbola indonesia dewasa mending tanding bikin kelas tonton tata hati kalah ikhlas tata mental pssi psis persis psisvspersis erickthohir kaesangp ganjarpranowo;0;0;0
ch chotimah ganjarpranowo jokowi jongos jongos buzerp begundal ngotot tugas partai jokowi negeri beranta kacau pecah belah gadai jual hutang tipu ayo anak negeri lawan jokowi antek posting buat;0;0;0
ch chotimah ganjarpranowo aniesbaswedan doll;0;0;0
yoko at attoilah ganjarpranowo coba bljar wilayah kwenangan kwajiban pmbsngunan jalan opo enek bsngun hotmix;0;0;0
ganjarpranowo berdikari percaya;0;0;1
ganjarpranowo tonton film porn den;0;0;0
anakbaukencurr nakula ganjarpranowo bebelit banget pir nkan gabernur giveaway bikin rusak kerja anies;0;0;0
abu waras ambil sembakonya pilih orang ngoahahahaha ganjarpranowo kotor maennya;0;0;0
dian wibowo harrisbarus ganjarpranowo hahahha otak pendek suka rendah orang hidup senang kasihan;0;0;0
sujono dhemit is back ganjarpranowo brebes jateng cil diserahin bupati kapai gubernur;0;0;0
gunromli ganjarpranowo jokowi ganjariancom kasihaann ncapres laku obral bokong truk;0;0;0
olvaholvah nasdem pranandapaloh aniesbaswedan jokowi ganjarpranowo prabowo kemenkesri kemdikbud ri kemenkeuri kemensosri drevachaniago kriisis moral selenggara negara hebat atur hukum moral rusak rusak bangsa;0;0;0
kangwaqfi ganjarpranowo jokowi shabar shabar bokonge jembar;0;0;0
f fathur prabowo ganjarpranowo jokowi aniesbaswedan agusyudhoyono deh insting deh main sandiwara rambut putih kayak dzolimi partai bebas liar mana;0;0;1
seknas ri laode mandirirusman gomarusbudiatn metdros blekokuhuy kris simpati hrmalik antonku soppyan putrantosony paimomontok keikasisi rasa abah joykailan mnurhuda elonmusk broo bondanp enny endah kanjeng hendrasien harris new gatal jamur fariedza era chillinaris inc nogo jokowi ruhutsitompul aleumdaoen alifahzi azisaleasa detektifcanon twitter lumowas karuhun kadrunbuatlucu beikhiar platejohnny kemkominfo ppidkominfo aniesbaswedan nasdem sandiuno ganjarpranowo erickthohir bodoh luar akal sehat dapat;0;0;0
kompastv karno jaman orde lho ganjarpranowo mundur maju nkri;0;0;1
dhemit is back ganjarpranowo rantau jakarta bocah bocah lulus esempe banget habis lebaran kemarin;0;0;1
budiono wagimandeep provjateng ganjarpranowo nikah ngejomblo;0;0;0
mustafic khzan omahekendeng edy soet ganjarpranowo kemenesdm bnpb indonesia bpbdjateng kemenlhk mbiyen puluh sing ngeblokir pantura ngerusak properti dwi kelinci marak ndi sangare ngono lawan tambang tani kok wani;0;0;0
piye iki ganjarpranowo prinsip mencla mencle dadi ngeles ngono ganjarpranowo;0;0;0
ch chotimah ganjarpranowo aniesbaswedan sehat ava orang main comot minum obt;0;0;0
tfkakbarr engelenproperty ganjarpranowo hary tanoe jateng gagal;0;0;0
mamunmurod ganjarpranowo divhumas polri divpropam polri tolong divhumas polri listyosigitp bawa bawa polri dukung salah capres polri iti dasar konstitusi kuasa korban institusi dukung salah capres;0;0;0
den ganjarpranowo;0;0;1
gunromli ganjarpranowo jokowi ganjariancom seueur motorna;0;0;0
miduk kemarin bilang pilih ganjarpranowo lo;0;0;0
ganjarpranowo nama politik identitas;0;0;1
palungmariana dkijakarta basuki btp batanies ganjarpranowo prabowo erickthohir humas dki psi id sahabatganjarid naudzubillah biadab gubernur cebonk ras asu pking;0;0;0
ganjarpranowo ajar sejarah wakil rakyat ngembat dana ekatepe;0;0;1
ariefdjaelani muannas alaidid rawan den mas ganjarpranowo;0;0;1
partaisocmed ganjarpranowo malu dkung model;0;0;1
pikir amat kadrun jilat aniesbaswedan pwekok ganjar miskin pretasi peluang bagus yohanies dorong ganjarpranowo maju yohanies tang pilpres lah sewot;0;0;1
keuangannews id keren hsl survei dukung ganjar prabowo berani tanding adil iya ganjarpranowo prabowo pakai jegal hsl survei aniesbaswedan bwh wktnya tetibkan buzzer;0;0;1
